country-year,country,year,suicides_no,population,suicides/100k pop,year_gdp,gdp_per_capita
Israel2005,Israel,2005,425,6220861,102.91,142000000000.0,22900.0
Israel2006,Israel,2006,367,6334485,80.52,154000000000.0,24300.0
Israel2007,Israel,2007,326,6448814,73.66999999999999,179000000000.0,27700.0
Israel2008,Israel,2008,354,6565602,87.33000000000003,216000000000.0,32900.0
Israel2009,Israel,2009,404,6731835,80.32,207000000000.0,30800.0
Israel2010,Israel,2010,480,6849825,99.47000000000001,234000000000.0,34100.0
Israel2011,Israel,2011,409,6971495,87.41000000000001,262000000000.0,37500.0
Israel2012,Israel,2012,430,7095360,83.78999999999998,257000000000.0,36300.0
Israel2013,Israel,2013,372,7226008,74.21000000000001,292000000000.0,40500.0
Israel2014,Israel,2014,382,7366252,71.26000000000002,308000000000.0,41900.0
Israel2015,Israel,2015,342,7516180,65.91,299000000000.0,39800.0
Italy1985,Italy,1985,4759,54114700,133.4,451000000000.0,8330.0
Italy1986,Italy,1986,4691,54267500,131.05,638000000000.0,11800.0
Italy1987,Italy,1987,4516,54424100,125.54,803000000000.0,14800.0
Italy1988,Italy,1988,4381,54579700,121.80999999999999,889000000000.0,16300.0
Italy1989,Italy,1989,4342,54697200,116.63999999999997,926000000000.0,16900.0
Italy1990,Italy,1990,4402,54831700,121.98,1180000000000.0,21500.0
Italy1991,Italy,1991,4453,54465500,115.86999999999998,1240000000000.0,22800.0
Italy1992,Italy,1992,4543,54154898,115.47999999999999,1320000000000.0,24300.0
Italy1993,Italy,1993,4697,54140523,121.14000000000001,1060000000000.0,19600.0
Italy1994,Italy,1994,4536,54143049,118.92999999999999,1100000000000.0,20200.0
Italy1995,Italy,1995,4569,54141172,118.01000000000002,1170000000000.0,21600.0
Italy1996,Italy,1996,4689,54150332,115.45000000000002,1310000000000.0,24200.0
Italy1997,Italy,1997,4694,54181477,117.04000000000002,1240000000000.0,22900.0
Italy1998,Italy,1998,4504,54250592,113.84000000000002,1270000000000.0,23300.0
Italy1999,Italy,1999,4115,54280527,99.72,1250000000000.0,23000.0
Italy2000,Italy,2000,4108,54298946,99.22,1140000000000.0,21000.0
Italy2001,Italy,2001,4030,54333844,95.87,1160000000000.0,21400.0
Italy2002,Italy,2002,4069,54526842,94.61,1270000000000.0,23200.0
Italy2003,Italy,2003,4075,54937570,94.41999999999997,1570000000000.0,28600.0
Italy2004,Italy,2004,3986,54988156,91.33000000000001,1800000000000.0,32700.0
Italy2005,Italy,2005,3742,55244690,82.58999999999999,1850000000000.0,33500.0
Italy2006,Italy,2006,3700,56180672,81.61000000000001,1940000000000.0,34600.0
Italy2007,Italy,2007,3757,56583578,81.96000000000004,2200000000000.0,38900.0
Italy2008,Italy,2008,3904,57009825,81.68999999999998,2390000000000.0,41900.0
Italy2009,Italy,2009,3974,57351830,81.92999999999998,2190000000000.0,38100.0
Italy2010,Italy,2010,3989,57637843,80.77000000000001,2130000000000.0,36900.0
Italy2011,Italy,2011,4153,56610149,86.08,2280000000000.0,40200.0
Italy2012,Italy,2012,4257,56795085,85.45,2070000000000.0,36500.0
Italy2013,Italy,2013,4290,57503331,84.86,2130000000000.0,37100.0
Italy2014,Italy,2014,4147,58100676,82.13000000000002,2150000000000.0,37000.0
Italy2015,Italy,2015,3988,58117697,78.45,1830000000000.0,31500.0
Jamaica1985,Jamaica,1985,8,2035000,9.040000000000001,2100000000.0,1032.0
Jamaica1986,Jamaica,1986,1,2052531,0.57,2750000000.0,1342.0
Jamaica1987,Jamaica,1987,13,2070760,7.780000000000001,3290000000.0,1587.0
Jamaica1988,Jamaica,1988,5,2090603,4.2,3830000000.0,1831.0
Jamaica1989,Jamaica,1989,0,2111039,0.0,4400000000.0,2087.0
Jamaica1990,Jamaica,1990,3,2131041,1.32,4590000000.0,2155.0
Jamaica1991,Jamaica,1991,1,2154835,0.9,4070000000.0,1889.0
Jamaica2000,Jamaica,2000,3,2367841,1.16,8990000000.0,3795.0
Jamaica2001,Jamaica,2001,5,2391278,2.8000000000000003,9180000000.0,3838.0
Jamaica2002,Jamaica,2002,2,2415717,0.7,9690000000.0,4013.0
Jamaica2003,Jamaica,2003,2,2440426,0.9099999999999999,9400000000.0,3852.0
Jamaica2004,Jamaica,2004,1,2464408,0.74,10200000000.0,4119.0
Jamaica2005,Jamaica,2005,51,2487169,26.169999999999995,11200000000.0,4505.0
Jamaica2006,Jamaica,2006,0,2512597,0.0,11900000000.0,4738.0
Jamaica2009,Jamaica,2009,36,2568883,21.129999999999995,12000000000.0,4686.0
Jamaica2010,Jamaica,2010,3,2586652,1.16,13200000000.0,5100.0
Jamaica2011,Jamaica,2011,50,2601037,27.860000000000003,14400000000.0,5552.0
Japan1985,Japan,1985,23257,112809200,300.46999999999997,1400000000000.0,12400.0
Japan1986,Japan,1986,25484,113679000,323.55,2080000000000.0,18300.0
Japan1987,Japan,1987,23663,114416000,295.29,2530000000000.0,22100.0
Japan1988,Japan,1988,22676,115101000,284.71999999999997,3070000000000.0,26700.0
Japan1989,Japan,1989,21013,115766000,263.41999999999996,3050000000000.0,26400.0
Japan1990,Japan,1990,20002,116251400,246.37,3130000000000.0,26900.0
Japan1991,Japan,1991,19780,116802000,234.51,3580000000000.0,30700.0
Japan1992,Japan,1992,20756,117311000,240.28000000000003,3910000000000.0,33300.0
Japan1993,Japan,1993,20353,117735000,224.09999999999997,4450000000000.0,37800.0
Japan1994,Japan,1994,20744,118064000,228.95000000000002,4910000000000.0,41600.0
Japan1995,Japan,1995,21249,118349500,228.12999999999997,5450000000000.0,46000.0
Japan1996,Japan,1996,21967,118785000,228.48000000000002,4830000000000.0,40700.0
Japan1997,Japan,1997,23280,119060000,237.38,4410000000000.0,37100.0
Japan1998,Japan,1998,31458,119338000,306.59999999999997,4030000000000.0,33800.0
Japan1999,Japan,1999,31115,119540000,298.90000000000003,4560000000000.0,38200.0
Japan2000,Japan,2000,29989,119752660,278.52000000000004,4890000000000.0,40800.0
Japan2001,Japan,2001,29132,120066000,267.16,4300000000000.0,35800.0
Japan2002,Japan,2002,29715,120189000,265.84,4120000000000.0,34200.0
Japan2003,Japan,2003,31881,120395000,279.4099999999999,4450000000000.0,36900.0
Japan2004,Japan,2004,30034,120500000,266.24999999999994,4820000000000.0,40000.0
Japan2005,Japan,2005,30369,120657507,266.88999999999993,4760000000000.0,39400.0
Japan2006,Japan,2006,29769,120702000,262.24,4530000000000.0,37500.0
Japan2007,Japan,2007,30665,120704000,268.75999999999993,4520000000000.0,37400.0
Japan2008,Japan,2008,30073,120602000,265.32,5040000000000.0,41800.0
Japan2009,Japan,2009,30523,120496000,266.69,5230000000000.0,43400.0
Japan2010,Japan,2010,29411,121127267,255.48,5700000000000.0,47100.0
Japan2011,Japan,2011,28766,120927000,252.41000000000003,6160000000000.0,50900.0
Japan2012,Japan,2012,26338,120735000,233.70000000000002,6200000000000.0,51400.0
Japan2013,Japan,2013,25991,120514000,231.16000000000003,5160000000000.0,42800.0
Japan2014,Japan,2014,24357,120274000,218.20999999999998,4850000000000.0,40300.0
Japan2015,Japan,2015,23092,120376310,206.04,4390000000000.0,36500.0
Kazakhstan1990,Kazakhstan,1990,3172,14773900,334.11999999999995,26900000000.0,1823.0
Kazakhstan1991,Kazakhstan,1991,3082,14952800,318.65999999999997,24900000000.0,1664.0
Kazakhstan1992,Kazakhstan,1992,3356,15150100,323.53,24900000000.0,1644.0
Kazakhstan1993,Kazakhstan,1993,4019,15331400,376.49000000000007,23400000000.0,1527.0
Kazakhstan1994,Kazakhstan,1994,4024,15229600,414.68000000000006,21300000000.0,1395.0
Kazakhstan1995,Kazakhstan,1995,4706,14989600,454.67,20400000000.0,1359.0
Kazakhstan1996,Kazakhstan,1996,4773,14487700,452.84,21000000000.0,1452.0
Kazakhstan1997,Kazakhstan,1997,4642,14394600,433.7400000000001,22200000000.0,1540.0
Kazakhstan1998,Kazakhstan,1998,4313,13844200,440.52000000000004,22100000000.0,1599.0
Kazakhstan1999,Kazakhstan,1999,3991,13773400,407.72999999999996,16900000000.0,1225.0
Kazakhstan2000,Kazakhstan,2000,4428,13772422,426.04999999999995,18300000000.0,1328.0
Kazakhstan2001,Kazakhstan,2001,4377,13772696,422.48999999999995,22200000000.0,1608.0
Kazakhstan2002,Kazakhstan,2002,4240,13777476,405.89,24600000000.0,1788.0
Kazakhstan2003,Kazakhstan,2003,4321,13811863,411.7099999999999,30800000000.0,2232.0
Kazakhstan2004,Kazakhstan,2004,4394,13873328,413.85999999999996,43200000000.0,3110.0
Kazakhstan2005,Kazakhstan,2005,3903,13947770,357.80000000000007,57100000000.0,4096.0
Kazakhstan2006,Kazakhstan,2006,4076,14037676,374.72999999999996,81000000000.0,5770.0
Kazakhstan2007,Kazakhstan,2007,4141,14125606,375.6300000000001,105000000000.0,7420.0
Kazakhstan2008,Kazakhstan,2008,3997,14216053,366.93999999999994,133000000000.0,9390.0
Kazakhstan2009,Kazakhstan,2009,3838,14370635,330.07000000000005,115000000000.0,8020.0
Kazakhstan2010,Kazakhstan,2010,3609,14713167,320.81000000000006,148000000000.0,10100.0
Kazakhstan2011,Kazakhstan,2011,3401,14853350,293.76,193000000000.0,13000.0
Kazakhstan2012,Kazakhstan,2012,3240,15023549,271.02,208000000000.0,13800.0
Kazakhstan2013,Kazakhstan,2013,3512,15215382,296.67,237000000000.0,15600.0
Kazakhstan2014,Kazakhstan,2014,3119,15428844,257.09,221000000000.0,14400.0
Kazakhstan2015,Kazakhstan,2015,2872,15646752,238.01999999999998,184000000000.0,11800.0
Kiribati1991,Kiribati,1991,10,61855,181.54,47500000.0,768.0
Kiribati1992,Kiribati,1992,4,62856,81.78,47700000.0,759.0
Kiribati1993,Kiribati,1993,12,63848,204.22,46900000.0,735.0
Kiribati1994,Kiribati,1994,10,64871,150.4,54800000.0,845.0
Kiribati1995,Kiribati,1995,2,65923,56.71,56300000.0,855.0
Kiribati1996,Kiribati,1996,6,67126,77.35000000000001,66500000.0,991.0
Kiribati1997,Kiribati,1997,5,68328,76.06,67500000.0,988.0
Kiribati1998,Kiribati,1998,4,69570,50.45,65300000.0,939.0
Kiribati1999,Kiribati,1999,0,70938,0.0,69000000.0,973.0
Kiribati2000,Kiribati,2000,0,72440,0.0,67300000.0,928.0
Kiribati2001,Kiribati,2001,0,73851,0.0,63100000.0,854.0
Kuwait1985,Kuwait,1985,17,1468000,11.200000000000001,21400000000.0,14607.0
Kuwait1986,Kuwait,1986,16,1535300,8.74,17900000000.0,11661.0
Kuwait1987,Kuwait,1987,16,1606300,11.47,22400000000.0,13924.0
Kuwait1993,Kuwait,1993,18,1273600,13.009999999999998,23900000000.0,18798.0
Kuwait1994,Kuwait,1994,30,1448000,18.47,24800000000.0,17161.0
Kuwait1995,Kuwait,1995,26,1511100,12.74,27200000000.0,17995.0
Kuwait1996,Kuwait,1996,30,1568700,18.330000000000002,31500000000.0,20076.0
Kuwait1997,Kuwait,1997,33,1617500,19.939999999999998,30400000000.0,18766.0
Kuwait1998,Kuwait,1998,35,1825766,16.209999999999997,25900000000.0,14209.0
Kuwait1999,Kuwait,1999,46,1898700,16.82,30100000000.0,15864.0
Kuwait2000,Kuwait,2000,34,1973153,15.23,37700000000.0,19112.0
Kuwait2001,Kuwait,2001,30,2038530,9.129999999999999,34900000000.0,17116.0
Kuwait2002,Kuwait,2002,45,2158603,14.56,38100000000.0,17668.0
Kuwait2003,Kuwait,2003,44,1950622,16.44,47900000000.0,24544.0
Kuwait2004,Kuwait,2004,45,1996086,17.26,59400000000.0,29778.0
Kuwait2005,Kuwait,2005,52,2062968,18.18,80800000000.0,39166.0
Kuwait2006,Kuwait,2006,45,2165713,15.83,102000000000.0,46900.0
Kuwait2007,Kuwait,2007,51,3074918,13.02,115000000000.0,37300.0
Kuwait2008,Kuwait,2008,47,3369394,11.76,147000000000.0,43700.0
Kuwait2009,Kuwait,2009,61,3165654,14.810000000000002,106000000000.0,33500.0
Kuwait2010,Kuwait,2010,39,3281614,10.04,115000000000.0,35200.0
Kuwait2011,Kuwait,2011,41,3333698,11.409999999999998,154000000000.0,46200.0
Kuwait2012,Kuwait,2012,56,3496698,15.59,174000000000.0,49800.0
Kuwait2013,Kuwait,2013,41,3574090,9.879999999999999,174000000000.0,48700.0
Kuwait2014,Kuwait,2014,68,3715284,15.86,163000000000.0,43800.0
Kyrgyzstan1990,Kyrgyzstan,1990,547,3737300,247.07000000000002,2670000000.0,715.0
Kyrgyzstan1991,Kyrgyzstan,1991,543,3796500,246.59,2570000000.0,677.0
Kyrgyzstan1992,Kyrgyzstan,1992,491,3839300,221.41999999999996,2320000000.0,603.0
Kyrgyzstan1993,Kyrgyzstan,1993,563,3841200,258.78999999999996,2030000000.0,528.0
Kyrgyzstan1994,Kyrgyzstan,1994,581,3851100,254.30999999999997,1680000000.0,437.0
Kyrgyzstan1995,Kyrgyzstan,1995,605,3905400,239.76999999999998,1660000000.0,425.0
Kyrgyzstan1996,Kyrgyzstan,1996,480,3978800,206.53999999999994,1830000000.0,459.0
Kyrgyzstan1997,Kyrgyzstan,1997,496,4059900,190.85,1770000000.0,435.0
Kyrgyzstan1998,Kyrgyzstan,1998,509,4139700,184.94000000000003,1650000000.0,398.0
Kyrgyzstan1999,Kyrgyzstan,1999,556,4298100,191.44,1250000000.0,291.0
Kyrgyzstan2000,Kyrgyzstan,2000,510,4369202,182.63,1370000000.0,313.0
Kyrgyzstan2001,Kyrgyzstan,2001,560,4425784,193.29999999999998,1530000000.0,345.0
Kyrgyzstan2002,Kyrgyzstan,2002,567,4473163,173.10999999999999,1610000000.0,359.0
Kyrgyzstan2003,Kyrgyzstan,2003,479,4520843,137.86,1920000000.0,424.0
Kyrgyzstan2004,Kyrgyzstan,2004,438,4572278,141.32999999999998,2210000000.0,484.0
Kyrgyzstan2005,Kyrgyzstan,2005,470,4614533,135.48000000000002,2460000000.0,533.0
Kyrgyzstan2006,Kyrgyzstan,2006,463,4646475,145.99,2830000000.0,610.0
Kyrgyzstan2007,Kyrgyzstan,2007,482,4668640,125.89000000000001,3800000000.0,814.0
Kyrgyzstan2008,Kyrgyzstan,2008,473,4690924,135.96,5140000000.0,1096.0
Kyrgyzstan2009,Kyrgyzstan,2009,458,4800134,113.28,4690000000.0,977.0
Kyrgyzstan2010,Kyrgyzstan,2010,500,4837556,143.2,4790000000.0,991.0
Kyrgyzstan2011,Kyrgyzstan,2011,471,4870538,126.89000000000001,6200000000.0,1273.0
Kyrgyzstan2012,Kyrgyzstan,2012,524,4932360,140.66000000000003,6610000000.0,1339.0
Kyrgyzstan2013,Kyrgyzstan,2013,446,5012200,109.84,7340000000.0,1463.0
Kyrgyzstan2014,Kyrgyzstan,2014,461,5096430,111.79000000000002,7470000000.0,1465.0
Kyrgyzstan2015,Kyrgyzstan,2015,417,5195827,98.36999999999999,6680000000.0,1285.0
Latvia1995,Latvia,1995,1024,2374700,545.6199999999999,5790000000.0,2438.0
Latvia1996,Latvia,1996,922,2363400,492.01000000000005,5970000000.0,2526.0
Latvia1997,Latvia,1997,886,2354700,492.56999999999994,6530000000.0,2771.0
Latvia1998,Latvia,1998,839,2344100,441.8400000000001,7170000000.0,3061.0
Latvia1999,Latvia,1999,763,2333400,420.40999999999997,7530000000.0,3228.0
Latvia2000,Latvia,2000,770,2272107,453.2,7940000000.0,3494.0
Latvia2001,Latvia,2001,708,2242227,383.49000000000007,8350000000.0,3724.0
Latvia2002,Latvia,2002,670,2214484,367.76,9550000000.0,4311.0
Latvia2003,Latvia,2003,604,2190211,361.63000000000005,11700000000.0,5364.0
Latvia2004,Latvia,2004,563,2163477,328.38,14400000000.0,6644.0
Latvia2005,Latvia,2005,564,2137831,312.06,16900000000.0,7916.0
Latvia2006,Latvia,2006,487,2115215,288.9,21400000000.0,10139.0
Latvia2007,Latvia,2007,453,2093878,295.75000000000006,30900000000.0,14758.0
Latvia2008,Latvia,2008,527,2067529,323.68999999999994,35600000000.0,17217.0
Latvia2009,Latvia,2009,516,2030316,307.7999999999999,26200000000.0,12890.0
Latvia2010,Latvia,2010,438,1987906,259.34000000000003,23800000000.0,11951.0
Latvia2011,Latvia,2011,440,1953611,288.75,28200000000.0,14447.0
Latvia2012,Latvia,2012,444,1931521,267.67999999999995,28100000000.0,14558.0
Latvia2013,Latvia,2013,383,1912464,242.19000000000003,30300000000.0,15820.0
Latvia2014,Latvia,2014,382,1894041,248.81000000000003,31300000000.0,16544.0
Latvia2015,Latvia,2015,387,1875522,251.47000000000006,27000000000.0,14382.0
Lithuania1995,Lithuania,1995,1694,3387149,639.3,7870000000.0,2324.0
Lithuania1996,Lithuania,1996,1722,3375163,595.61,8390000000.0,2484.0
Lithuania1997,Lithuania,1997,1632,3364273,565.4400000000002,10100000000.0,3008.0
Lithuania1998,Lithuania,1998,1553,3350973,566.36,11200000000.0,3354.0
Lithuania1999,Lithuania,1999,1550,3333452,561.5300000000001,11000000000.0,3292.0
Lithuania2000,Lithuania,2000,1631,3315125,571.8,11500000000.0,3481.0
Lithuania2001,Lithuania,2001,1533,3294138,568.9799999999999,12300000000.0,3719.0
Lithuania2002,Lithuania,2002,1551,3274488,555.6199999999998,14300000000.0,4360.0
Lithuania2003,Lithuania,2003,1455,3254127,530.5200000000001,18800000000.0,5778.0
Lithuania2004,Lithuania,2004,1380,3222969,503.36999999999995,22600000000.0,7028.0
Lithuania2005,Lithuania,2005,1319,3174728,485.78999999999996,26100000000.0,8229.0
Lithuania2006,Lithuania,2006,1049,3125767,400.57,30200000000.0,9667.0
Lithuania2007,Lithuania,2007,1025,3087867,406.79,39700000000.0,12869.0
Lithuania2008,Lithuania,2008,1111,3053756,430.05,47900000000.0,15669.0
Lithuania2009,Lithuania,2009,1138,3016497,437.07000000000005,37400000000.0,12412.0
Lithuania2010,Lithuania,2010,1018,2949737,395.23999999999995,37100000000.0,12584.0
Lithuania2011,Lithuania,2011,1018,2879805,407.69,43500000000.0,15097.0
Lithuania2012,Lithuania,2012,927,2837770,374.12,42800000000.0,15099.0
Lithuania2013,Lithuania,2013,1085,2806627,444.56000000000006,46400000000.0,16538.0
Lithuania2014,Lithuania,2014,930,2781577,401.2700000000001,48500000000.0,17442.0
Lithuania2015,Lithuania,2015,896,2753926,385.48,41500000000.0,15073.0
Lithuania2016,Lithuania,2016,822,2445296,361.71999999999997,42800000000.0,15742.0
Luxembourg1985,Luxembourg,1985,55,344800,247.39,4740000000.0,13743.0
Luxembourg1986,Luxembourg,1986,51,346000,183.05,6920000000.0,20004.0
Luxembourg1987,Luxembourg,1987,74,349400,243.24,8610000000.0,24654.0
Luxembourg1988,Luxembourg,1988,69,352300,211.50000000000003,9750000000.0,27676.0
Luxembourg1989,Luxembourg,1989,73,355400,261.32000000000005,10400000000.0,29239.0
Luxembourg1990,Luxembourg,1990,68,358800,233.33999999999997,13200000000.0,36871.0
Luxembourg1991,Luxembourg,1991,77,362900,280.83000000000004,14300000000.0,39465.0
Luxembourg1992,Luxembourg,1992,59,367300,228.37000000000003,16100000000.0,43740.0
Luxembourg1993,Luxembourg,1993,64,372000,207.95999999999998,16500000000.0,44320.0
Luxembourg1994,Luxembourg,1994,74,377000,277.24000000000007,18300000000.0,48610.0
Luxembourg1995,Luxembourg,1995,63,382100,210.08,21600000000.0,56499.0
Luxembourg1996,Luxembourg,1996,72,387700,229.25000000000006,21800000000.0,56169.0
Luxembourg1997,Luxembourg,1997,81,392600,307.59999999999997,19700000000.0,50260.0
Luxembourg1998,Luxembourg,1998,64,397915,201.25000000000003,20200000000.0,50788.0
Luxembourg1999,Luxembourg,1999,70,403890,211.99000000000004,22200000000.0,55054.0
Luxembourg2000,Luxembourg,2000,62,410164,222.64,21300000000.0,51841.0
Luxembourg2001,Luxembourg,2001,73,413930,239.82,21300000000.0,51391.0
Luxembourg2002,Luxembourg,2002,85,418106,264.14,23600000000.0,56484.0
Luxembourg2003,Luxembourg,2003,48,423654,164.36999999999998,29600000000.0,69768.0
Luxembourg2004,Luxembourg,2004,62,430128,189.53999999999996,34700000000.0,80639.0
Luxembourg2005,Luxembourg,2005,49,437338,159.07000000000002,37300000000.0,85397.0
Luxembourg2006,Luxembourg,2006,65,444821,183.79000000000005,42400000000.0,95351.0
Luxembourg2007,Luxembourg,2007,78,452012,183.88999999999996,50900000000.0,112581.0
Luxembourg2008,Luxembourg,2008,43,460371,112.30999999999999,55800000000.0,121315.0
Luxembourg2009,Luxembourg,2009,48,469209,110.94999999999999,51400000000.0,109483.0
Luxembourg2010,Luxembourg,2010,54,477979,141.16,53200000000.0,111328.0
Luxembourg2011,Luxembourg,2011,55,488918,136.52999999999997,60000000000.0,122729.0
Luxembourg2012,Luxembourg,2012,51,501044,140.18,56700000000.0,113120.0
Luxembourg2013,Luxembourg,2013,40,512689,91.47999999999999,61700000000.0,120423.0
Luxembourg2014,Luxembourg,2014,67,524940,147.88,66300000000.0,126352.0
Luxembourg2015,Luxembourg,2015,64,537748,134.39999999999998,57800000000.0,107456.0
Macau1994,Macau,1994,27,346542,171.74000000000004,6270000000.0,18081.0
Maldives2000,Maldives,2000,0,247387,0.0,624000000.0,2524.0
Maldives2001,Maldives,2001,3,255503,110.49,870000000.0,3406.0
Maldives2002,Maldives,2002,3,263747,9.84,897000000.0,3401.0
Maldives2003,Maldives,2003,4,272110,15.52,1050000000.0,3867.0
Maldives2004,Maldives,2004,1,280526,3.74,1230000000.0,4373.0
Maldives2005,Maldives,2005,1,288936,2.75,1160000000.0,4026.0
Maldives2007,Maldives,2007,5,305536,14.360000000000001,1870000000.0,6115.0
Maldives2008,Maldives,2008,0,313924,0.0,2270000000.0,7236.0
Maldives2010,Maldives,2010,1,331559,1.99,2590000000.0,7806.0
Maldives2011,Maldives,2011,2,341018,5.39,2770000000.0,8135.0
Malta1985,Malta,1985,2,307200,8.76,1120000000.0,3639.0
Malta1986,Malta,1986,1,315800,3.61,1440000000.0,4544.0
Malta1987,Malta,1987,1,317400,18.87,1750000000.0,5517.0
Malta1988,Malta,1988,9,320800,28.61,2020000000.0,6295.0
Malta1989,Malta,1989,23,324000,89.96000000000002,2120000000.0,6539.0
Malta1990,Malta,1990,8,327400,23.75,2550000000.0,7780.0
Malta1991,Malta,1991,10,330800,30.340000000000003,2750000000.0,8313.0
Malta1992,Malta,1992,18,334300,87.13999999999999,3020000000.0,9040.0
Malta1993,Malta,1993,16,337700,47.540000000000006,2710000000.0,8022.0
Malta1994,Malta,1994,15,341700,64.69,3000000000.0,8775.0
Malta1995,Malta,1995,17,344900,47.02,3440000000.0,9974.0
Malta1996,Malta,1996,10,348200,47.43000000000001,3570000000.0,10254.0
Malta1997,Malta,1997,15,350400,70.67999999999999,3710000000.0,10575.0
Malta1998,Malta,1998,12,353400,30.63,3920000000.0,11103.0
Malta1999,Malta,1999,27,355600,91.76,4130000000.0,11607.0
Malta2000,Malta,2000,23,362676,78.05,4310000000.0,11873.0
Malta2001,Malta,2001,30,370541,85.29,4330000000.0,11691.0
Malta2002,Malta,2002,19,374456,55.28,4690000000.0,12524.0
Malta2003,Malta,2003,20,377785,74.94,5460000000.0,14444.0
Malta2004,Malta,2004,24,380918,85.82,6060000000.0,15916.0
Malta2005,Malta,2005,19,384111,67.94,6390000000.0,16648.0
Malta2006,Malta,2006,26,386038,87.21000000000001,6760000000.0,17504.0
Malta2007,Malta,2007,26,387581,73.84,7880000000.0,20333.0
Malta2008,Malta,2008,14,390195,38.67999999999999,8980000000.0,23007.0
Malta2009,Malta,2009,36,393102,107.11999999999999,8530000000.0,21695.0
Malta2010,Malta,2010,31,394949,82.10999999999999,8740000000.0,22132.0
Malta2011,Malta,2011,20,396423,47.49999999999999,9510000000.0,23984.0
Malta2012,Malta,2012,25,399138,59.87,9210000000.0,23074.0
Malta2013,Malta,2013,22,402728,57.22,10100000000.0,25191.0
Malta2014,Malta,2014,32,406525,102.07999999999997,11200000000.0,27634.0
Malta2015,Malta,2015,34,410637,78.26999999999998,10600000000.0,25750.0
Mauritius1985,Mauritius,1985,104,883400,143.13,1080000000.0,1223.0
Mauritius1986,Mauritius,1986,28,898100,30.070000000000004,1470000000.0,1636.0
Mauritius1987,Mauritius,1987,140,911300,171.93999999999997,1890000000.0,2073.0
Mauritius1988,Mauritius,1988,167,925000,246.10999999999999,2140000000.0,2317.0
Mauritius1989,Mauritius,1989,144,932900,211.64000000000007,2190000000.0,2349.0
Mauritius1990,Mauritius,1990,147,941100,163.17999999999998,2650000000.0,2820.0
Mauritius1991,Mauritius,1991,137,938100,196.79000000000002,2860000000.0,3045.0
Mauritius1992,Mauritius,1992,146,948300,198.99,3220000000.0,3400.0
Mauritius1993,Mauritius,1993,138,958300,174.99000000000004,3260000000.0,3405.0
Mauritius1994,Mauritius,1994,129,972800,154.65,3560000000.0,3658.0
Mauritius1995,Mauritius,1995,147,981900,182.65,4040000000.0,4115.0
Mauritius1996,Mauritius,1996,153,995000,166.14,4420000000.0,4444.0
Mauritius1997,Mauritius,1997,122,1011700,143.57,4190000000.0,4139.0
Mauritius1998,Mauritius,1998,155,1026300,154.76999999999998,4170000000.0,4063.0
Mauritius1999,Mauritius,1999,174,1042400,186.04000000000002,4290000000.0,4117.0
Mauritius2000,Mauritius,2000,137,1056073,140.82000000000002,4580000000.0,4339.0
Mauritius2001,Mauritius,2001,113,1068947,121.83999999999999,4540000000.0,4244.0
Mauritius2002,Mauritius,2002,131,1079755,131.89999999999998,4770000000.0,4415.0
Mauritius2003,Mauritius,2003,88,1092234,94.02,5610000000.0,5136.0
Mauritius2004,Mauritius,2004,97,1103091,100.99,6390000000.0,5789.0
Mauritius2005,Mauritius,2005,102,1113942,102.51,6280000000.0,5641.0
Mauritius2006,Mauritius,2006,118,1125301,163.68,7030000000.0,6246.0
Mauritius2007,Mauritius,2007,127,1135233,141.45,8150000000.0,7179.0
Mauritius2008,Mauritius,2008,84,1146258,78.13,9990000000.0,8716.0
Mauritius2009,Mauritius,2009,115,1159551,106.07000000000001,9130000000.0,7873.0
Mauritius2010,Mauritius,2010,98,1164931,111.83000000000001,10000000000.0,8587.0
Mauritius2011,Mauritius,2011,118,1173352,120.03999999999996,11500000000.0,9817.0
Mauritius2012,Mauritius,2012,115,1180547,114.25,11700000000.0,9884.0
Mauritius2013,Mauritius,2013,98,1147390,97.67,12100000000.0,10572.0
Mauritius2014,Mauritius,2014,120,1151424,115.45,12800000000.0,11120.0
Mauritius2015,Mauritius,2015,104,1154848,99.96999999999997,11700000000.0,10125.0
Mauritius2016,Mauritius,2016,98,992432,99.3,12200000000.0,10570.0
Mexico1985,Mexico,1985,1544,67566000,38.169999999999995,184000000000.0,2730.0
Mexico1986,Mexico,1986,1714,69123500,45.739999999999995,129000000000.0,1870.0
Mexico1987,Mexico,1987,1701,67948100,41.42999999999999,140000000000.0,2060.0
Mexico1988,Mexico,1988,1703,69646000,42.22,183000000000.0,2630.0
Mexico1989,Mexico,1989,1865,71359000,48.25999999999999,223000000000.0,3130.0
Mexico1990,Mexico,1990,1926,73076900,48.85,263000000000.0,3600.0
Mexico1991,Mexico,1991,2103,74796300,47.69,314000000000.0,4200.0
Mexico1992,Mexico,1992,2237,75285800,52.07000000000001,364000000000.0,4830.0
Mexico1993,Mexico,1993,2342,76826800,52.0,501000000000.0,6520.0
Mexico1994,Mexico,1994,2588,78374100,55.92,528000000000.0,6740.0
Mexico1995,Mexico,1995,2877,79927100,59.089999999999996,360000000000.0,4510.0
Mexico1996,Mexico,1996,3008,83802294,56.33,411000000000.0,4900.0
Mexico1997,Mexico,1997,3350,85340880,57.070000000000014,500000000000.0,5860.0
Mexico1998,Mexico,1998,3312,86825678,56.839999999999996,527000000000.0,6060.0
Mexico1999,Mexico,1999,3327,88271977,54.889999999999986,600000000000.0,6800.0
